movie_id,description,language,released,rating,writer,director,cast,genre,name
"tt0237089","","[ ""Bengali"" ]","NA",8.699999999999999,"[ ""Nripendrakrishna Chatterjee"", ""Nripendrakrishna Chatterjee"" ]","[ ""Tarun Majumdar"", ""Dilip Mukherjee"" ]","[ ""Suchitra Sen"", ""Uttam Kumar"", ""Sudhir Basu"", ""Panchanan Bhattacharya"", ""Santi Bhattacharya"", ""Chhabi Biswas"", ""Jiben Bose"", ""Tulsi Chakraborty"", ""Anil Chatterjee"", ""Dhiraj Das"", ""Bharati Devi"", ""Rajlakshmi Devi"", ""Shanta Devi"", ""Bhanu Ghosh"", ""Shubhen Mukhopadhyay"" ]","[ ""Romance"" ]","Chaowa-Pawa"
"tt0215215","","[ ""Bengali"" ]","2006-04-20",8.699999999999999,"[ ""Salil Dutta"", ""Salil Dutta"" ]","[ ""Salil Dutta"" ]","[ ""Uttam Kumar"", ""Arati Bhattacharya"", ""Soumitra Chatterjee"", ""Master Atanu"", ""Ajoy Banerjee"", ""Bakul Banerjee"", ""Bhanu Bannerjee"", ""Jam Barua"", ""Bijoy Basu"", ""Manjushree Basu"", ""Ranjit Basu"", ""Parbati Bhattacharya"", ""Swapan Bhattacharya"", ""Parijat Bose"", ""Rasuraj Chakraborthy"" ]","[]","Stree"
"tt4249112","Rahul falls in love with famous industrialist's daughter Payel.","[ ""Bengali"" ]","1997",8.699999999999999,"[]","[ ""Sujit Guha"" ]","[ ""Prasenjit Chatterjee"", ""Rituparna Sengupta"", ""Shakti Kapoor"", ""Biplab Chatterjee"", ""Subhendu Chatterjee"", ""Dilip Roy"" ]","[ ""Romance"" ]","Moner Manush"
"tt5201570","A lawyer, son of a local decorator wedding cook, unwillingly got married with a rich father's goofy daughter & bring curse to his family.","[ ""Bengali"" ]","1970",8.800000000000001,"[ ""Zahir Raihan"" ]","[ ""Babul Chowdhury"" ]","[ ""Abdur Razzak"", ""Bobita"", ""Shaukat Akbar"", ""Rawshan Zamil"", ""Golam Mustafa"", ""Inam Ahmed"", ""Altaf"", ""Baby Zaman"", ""Black Anwar"" ]","[ ""Drama"", ""Family"" ]","Taka Ana Pai"
"tt0324391","A story of love and sacrifice of a mother who did everything to protect her child ,even from her husband.","[ ""Bengali"" ]","2014-03-25",8.699999999999999,"[ ""Nripendrakrishna Chatterjee"", ""Nihar Ranjan Gupta"" ]","[ ""Asit Sen"" ]","[ ""Ajit Banerjee"", ""Kalipada Chakraborty"", ""Bhuban Chowdhury"", ""Chhaya Devi"", ""Rajlakshmi Devi"", ""Jahar Ganguli"", ""Shailen Ganguli"", ""Shyam Laha"", ""Krishnakali Mondal"", ""Dilip Mukherjee"", ""Sita Mukherjee"", ""Padmadevi"", ""Bikash Roy"", ""Renuka Roy"", ""Pahadi Sanyal"" ]","[ ""Drama"" ]","Uttar Falguni"
"tt5336366","","[ ""Bengali"" ]","1971",8.800000000000001,"[ ""Nazneen Ahmed"", ""Ashish Kumar Loho"" ]","[ ""Nazrul Islam"" ]","[ ""Bobita"", ""Abdur Razzak"", ""Inam Ahmed"", ""Anowara"", ""Anwar Hossain"", ""Sirajul Islam"", ""Khosru"", ""Fateh Lohani"", ""Ashish Kumar Loho"", ""Fatty Mohsin"", ""Ranu"", ""Shahana"", ""Ahmed Sharif"", ""Sultana"", ""Mirana Zaman"" ]","[ ""Drama"", ""Musical"" ]","Shorolipi"
"tt0149774","","[ ""Bengali"" ]","1963-11-29",8.800000000000001,"[ ""Agradoot"", ""Nihar Ranjan Gupta"" ]","[ ""Agradoot"" ]","[ ""Kali Bannerjee"", ""Bikash Roy"", ""Asitbaran"", ""Sandhya Rani"", ""Master Shankar"", ""A.G. Ahmed"", ""Shefali Bannerjee"", ""Ardhendu Bhattacharya"", ""Premangshu Bose"", ""Dilip Ghosh"", ""Rathin Ghosh"", ""Tarun Kumar"", ""Tarun Mitra"", ""Mrityunjoy Mukhopadhyay"", ""Chandan Roy"" ]","[]","Badsha"
"tt1623696","","[ ""Bengali"" ]","1960-09-02",8.800000000000001,"[]","[ ""Ehtesham"" ]","[ ""Subhash Dutta"", ""Rahman"", ""Shabnam"" ]","[ ""Musical"" ]","Rajdhanir Buke"
"tt0156490","","[ ""Bengali"" ]","NA",8.800000000000001,"[]","[ ""Nitin Bose"" ]","[ ""Asitbaran"", ""Sunanda Banerjee"", ""Biman Bannerjee"", ""Chhabi Biswas"", ""Amita Bose"", ""Krishna Chandra Dey"", ""Ketaki Dutta"", ""Uttam Kumar"", ""Khagen Pathak"", ""Prafullabala"", ""Sandhya Rani"" ]","[]","Drishtidan"
"tt5336778","Manik is a school going boy whose father died in boat drowning and lives from hand to mouth with his mother. One day the village head's evil eyes fell on his mother and not to be gratified ...","[ ""Bengali"" ]","1978",8.800000000000001,"[ ""Satya Saha"", ""Azizur Rahman"" ]","[ ""Azizur Rahman"" ]","[ ""Abdur Razzak"", ""Anjana Sultana"", ""Sumon"", ""Rosy Samad"", ""A.T.M. Shamsuzzaman"", ""Shaukat Akbar"", ""Narayan Chakraborty"", ""Rizia Chowdhury"", ""Akhtar Hossain"", ""Syed Hasan Imam"", ""Bulbul Islam"", ""Shamsuddin Kayes"", ""Setara Parvin"", ""Rabiul"", ""Tele Samad"" ]","[ ""Drama"" ]","Oshikkhito"
"tt0367900","","[ ""Bengali"" ]","1974-03-01",8.800000000000001,"[ ""Umanath Bhattacharya"", ""Prasanta Deb"" ]","[ ""Tarun Majumdar"", ""Dilip Mukherjee"" ]","[ ""Soumitra Chatterjee"", ""Supriya Choudhury"", ""Vasant Choudhury"", ""Ruma Guha Thakurta"", ""Uttam Kumar"", ""Asitbaran"", ""Jyotsna Banerjee"", ""Montu Banerjee"", ""Haradhan Bannerjee"", ""Ardhendu Bhattacharya"", ""Debi Bhattacharya"", ""Chhanda Biswas"", ""Santu Bose"", ""Biren Chatterjee"", ""Shakti Chatterjee"" ]","[ ""Crime"", ""Romance"" ]","Jadi Jantem"
"tt6158988","A detective seeks the truth about the murder of a young woman.","[ ""Bengali"" ]","2016-08-12",8.800000000000001,"[]","[]","[ ""Joya Ahsan"", ""Saswata Chatterjee"", ""Subhrajit Dutta"" ]","[ ""Thriller"" ]","Eagoler Chokh"
"tt4718656","","[ ""Bengali"" ]","1983",8.800000000000001,"[ ""Tarashankar Banerjee"" ]","[ ""Palash Bannerjee"" ]","[ ""Prasenjit Chatterjee"", ""Soumitra Chatterjee"", ""Sandhya Roy"", ""Sumitra Mukherjee"", ""Chhaya Devi"", ""Anil Chatterjee"", ""Bimal Deb"" ]","[ ""Drama"" ]","Agradani"
"tt0321079","","[ ""Bengali"" ]","1957-05-03",8.9,"[ ""Bibhutibhushan Bandyopadhyay"" ]","[ ""Ardhendu Sen"" ]","[ ""Chhabi Biswas"", ""Dhiraj Bhattacharya"", ""Jahar Ganguli"", ""Tulsi Chakraborty"", ""Jahar Roy"", ""Anup Kumar"", ""Sabitri Chatterjee"", ""Sandhya Rani"", ""Sikha Bag"", ""Sova Sen"" ]","[]","Adarsha Hindu Hotel"
"tt4772786","","[ ""Bengali"" ]","2007",9.0,"[]","[ ""Sanghamitra Chowdhury"" ]","[ ""Jishu Sengupta"", ""Koyel Mallick"", ""Rajatabha Dutta"", ""Manoj Mitra"", ""Sanghamitra Bandyopadhyay"", ""Rupa Bhattacharya"", ""Aishi Chowdhury"", ""Sudipta Das"", ""Ishita Mukhopadhyay"", ""Siddhartha Mukhopadhyay"" ]","[ ""Action"", ""Drama"" ]","Chakra"
"tt0058497","","[ ""Bengali"" ]","1964-07-03",9.0,"[]","[ ""Mrinal Sen"" ]","[ ""Soumitra Chatterjee"", ""Sabitri Chatterjee"", ""Satya Bannerjee"", ""Jahar Roy"", ""Anup Kumar"" ]","[]","Pratinidhi"
"tt0322493","","[ ""Bengali"" ]","1962-03-14",9.300000000000001,"[ ""Tarashankar Banerjee"" ]","[ ""Tapan Sinha"" ]","[ ""Kali Bannerjee"", ""Ranjana Bannerjee"", ""Robin Bannerjee"", ""Rasuraj Chakraborthy"", ""Lily Chakravarty"", ""Sukhen Das"", ""Nibhanani Devi"", ""Rabi Ghosh"", ""Anubha Gupta"", ""Prashanta Kumar"", ""Dilip Roy"", ""Bireswar Sen"" ]","[ ""Drama"" ]","Folk Tales of the River Bend"
"tt5284164","Parents of a middle class family along with their children are living happily. Suddenly an accident turned their happy face into pale.","[ ""Bengali"" ]","1990-04-13",9.1,"[ ""Mohammad Rafikuzzaman"", ""Mohammad Rafikuzzaman"" ]","[ ""Azharul Islam Khan"" ]","[ ""Alamgir"", ""Shabana"", ""Anowara"", ""Khalil"", ""Sultana"", ""Azharul Islam Khan"", ""Nadia"", ""Asha"", ""Fakrul Hasan Boiragi"", ""Suruj Bangali"" ]","[ ""Drama"", ""Family"" ]","Moroner Pore"
"tt1590035","","[ ""Bengali"" ]","1990-07-24",9.4,"[ ""Amar Gangopadhyay"", ""Tapendu Gangopadhyay"" ]","[ ""Dilip Roy"" ]","[ ""Master Satrajit"", ""Master Pinaki"", ""Soham Chakraborty"", ""Tapas Pal"", ""Utpal Dutt"", ""Samit Bhanja"", ""Subhendu Chatterjee"", ""Monu Mukherjee"", ""Dilip Roy"", ""Ruma Guha Thakurta"", ""Sumitra Mukherjee"", ""Anamika Saha"", ""Indrani Dutta"", ""Kalyani Roy"", ""Jayeeta"" ]","[]","Garmil"
"tt5240178","","[ ""Bengali"" ]","1992",9.4,"[ ""Humayun Ahmed"", ""Humayun Ahmed"" ]","[ ""Mustafizur Rahman"" ]","[ ""Momtajuddin Ahmed"", ""Nazma Anwar"", ""Dolly Johur"", ""Masud Ali Khan"", ""Nazmul Huda Bachchu"", ""Champa"", ""Chhonda"", ""Kazi Nadira Daisy"", ""Azizul Hakim"", ""Kazi Mehfuzul Haque"", ""Abul Hayat"", ""Abul Hossain"", ""Syed Hasan Imam"", ""Aupee Karim"", ""Mahmuda Khatun"" ]","[ ""Drama"", ""Family"" ]","Shongkhonil Karagar"
"tt4761964","","[ ""Bengali"" ]","2006",9.4,"[]","[ ""Sujit Guha"" ]","[ ""Anubhav Mohanty"", ""Koyel Mallick"", ""Abdur Razzak"", ""Kaushik Banerjee"", ""Raja Chatterjee"", ""Dola Chowdhury"", ""Soma Dey"", ""Mrinal Mukherjee"", ""Premjit Mukherjee"", ""Subhasish Mukherjee"" ]","[ ""Drama"", ""Musical"", ""Romance"" ]","Eri Naam Prem"
"tt4772968","","[ ""Bengali"" ]","2006",8.800000000000001,"[ ""Prabhat Roy"" ]","[ ""Prabhat Roy"" ]","[ ""Jeet"", ""Swastika Mukherjee"", ""Rajatabha Dutta"", ""Biswajit Chakraborty"", ""Laboni Sarkar"", ""Arun Bannerjee"", ""Debnath Chatterjee"", ""Shyamal Dutta"", ""Shreya Pandey"", ""Alakananda Ray"" ]","[ ""Drama"", ""Musical"", ""Romance"" ]","Priyotama"
"tt1593772","","[ ""Bengali"" ]","1995-08-25",9.199999999999999,"[]","[ ""Sandip Chatterjee"" ]","[ ""Indrani Haldar"", ""Abhishek Chatterjee"", ""Devika Mukherjee"", ""Madhabi Mukherjee"", ""Nirmal Kumar"", ""Gita Dey"", ""Nimu Bhowmick"", ""Bhabesh Kundu"", ""Sunil Mukherjee"", ""Anup Kumar"" ]","[]","Rangin Basanta"
"tt4277556","","[ ""Bengali"" ]","1980",8.5,"[]","[ ""Ardhendu Chatterjee"" ]","[ ""Sandhya Roy"", ""Ashim Kumar"", ""Robin Banerjee"", ""Dey Kanchan Biswas"", ""Sharmistha Chattopadhyay"", ""Gita Dey"", ""Nirmal Ghosh"", ""Bipin Gupta"", ""Samar Kumar"", ""Rupak Majumdar"", ""Mina Mukherjee"", ""Mrinal Mukherjee"", ""Renubala"", ""Dipti Roy"", ""Anamika Saha"" ]","[ ""Family"" ]","Sita"
"tt0323414","On his way to Puri by train,the Writer gets acquainted with a group of 4 Bengali widows accompanying with their niece.","[ ""Bengali"" ]","2009-06-19",8.5,"[]","[ ""Tapan Sinha"" ]","[ ""Anil Chatterjee"", ""Sharmila Tagore"", ""Chhaya Devi"", ""Ruma Guha Thakurta"", ""Bharati Devi"", ""Renuka Roy"", ""Jahar Ganguli"", ""Rabi Ghosh"", ""Pahadi Sanyal"", ""Nripati Chattyopadhyay"" ]","[ ""Drama"" ]","Nirjan Saikate"
"tt1593635","","[ ""Bengali"" ]","1997-04-10",8.5,"[]","[ ""Haranath Chakraborty"" ]","[ ""Ranjit Mallick"", ""Tanuja"", ""Tapas Pal"", ""Satabdi Roy"", ""Abhishek Chatterjee"", ""Prasenjit Chatterjee"", ""Pallavi Chatterjee"", ""Anup Kumar"", ""Manoj Mitra"" ]","[]","Ajker Santan"
"tt1523530","","[ ""Bengali"" ]","1984-09-28",8.5,"[ ""Ajoy Basu"", ""Ajoy Basu"" ]","[ ""Partha Pratim Chowdhury"" ]","[ ""Ranjit Mallick"", ""Prasenjit Chatterjee"", ""Moon Moon Sen"", ""Utpal Dutt"", ""Sarit Bandyopadhyay"", ""Jam Barua"", ""Satindra Bhattacharya"", ""Ashish Chakraborty"", ""Gautam Chakraborty"", ""Sambhu Chakraborty"", ""Amitabha Chatterjee"", ""Anjan Chatterjee"", ""Bulbul Chowdhury"", ""Indranil Chowdhury"", ""Kanai Das"" ]","[]","Pujarini"
"tt0215457","","[ ""Bengali"" ]","NA",8.5,"[ ""Hemen Gupta"", ""Hemen Gupta"" ]","[ ""Hemen Gupta"" ]","[ ""Harimohan Bose"", ""Manju Dey"", ""Pradeep Kumar"", ""Sombhu Mitra"", ""Bikash Roy"", ""Kali Sarkar"", ""Suruchi Sengupta"" ]","[]","'42"
"tt0322877","","[ ""Bengali"" ]","NA",8.5,"[ ""Subodh Ghosh"" ]","[ ""Tapan Sinha"" ]","[ ""Anil Chatterjee"", ""Arundhati Devi"", ""Kajal Gupta"", ""Uttam Kumar"", ""Bikash Roy"", ""Binota Roy"" ]","[]","Jotugriha"
"tt0058925","","[ ""Bengali"" ]","1966-09-09",8.5,"[ ""Tapan Sinha"", ""Rabindranath Tagore"" ]","[ ""Tapan Sinha"" ]","[ ""Ajitesh Bannerjee"", ""Basabi Bannerjee"", ""Samita Biswas"", ""Salil Dutta"", ""Bankim Ghosh"", ""Partho Mukerjee"", ""Mithu Mukherjee"", ""Smita Sinha"", ""Sunita Sinha"" ]","[ ""Drama"" ]","Atithi"
"tt0237364","A story about a young man, who had to quit his studies as a doctor due to difficult circumstances, coming back and saving a young lady by performing a very difficult surgery.","[ ""Bengali"" ]","1962-02-09",8.5,"[ ""Tarun Majumdar"", ""Tarun Majumdar"" ]","[ ""Tarun Majumdar"", ""Dilip Mukherjee"" ]","[ ""Dilip Mukherjee"", ""Pahadi Sanyal"", ""Anil Chatterjee"", ""Manju Dey"", ""Chhaya Devi"", ""Manjula Bannerjee"", ""Kajal Gupta"", ""Gita Dey"", ""Bikash Roy"", ""Asitbaran"", ""Mala Bag"", ""Anadi Bandyopadhyay"", ""Rishi Banerjee"", ""Rohini Basu"", ""Shishir Batabyal"" ]","[]","Kancher Swarga"
"tt0363996","A widower is about to marry a woman when another woman enters the scene claiming to be his first-wife.","[ ""Bengali"" ]","1963-01-01",8.5,"[ ""Haridas Bhattacharya"", ""Shyamal Gupta"" ]","[ ""Haridas Bhattacharya"" ]","[ ""Uttam Kumar"", ""Sharmila Tagore"", ""Bikash Roy"", ""Sabitri Chatterjee"", ""Kamal Mitra"", ""Pahadi Sanyal"", ""Shefali Bannerjee"", ""Shishir Batabyal"", ""Ardhendu Bhattacharya"", ""Chandrasekhar Bhattacharya"", ""Jiben Bose"", ""Biren Chatterjee"", ""Utpal Dutt"", ""Bubu Ganguly"", ""Phani Ganguly"" ]","[ ""Crime"", ""Drama"" ]","Sesh Anka"
"tt0231897","","[ ""Bengali"" ]","NA",8.6,"[]","[ ""Ajoy Kar"" ]","[ ""Asitbaran"", ""Shishir Batabyal"", ""Chhabi Biswas"", ""Dhiraj Das"", ""Sabitabrata Dutta"", ""Salil Dutta"", ""Uttam Kumar"", ""Preeti Majumdar"", ""Ashish Mukherjee"", ""Khagen Pathak"", ""Mala Sinha"" ]","[]","Khelaghar"
"tt2529198","","[ ""Bengali"" ]","2013-05-25",8.6,"[ ""Debalina Majumder"" ]","[ ""Debalina Majumder"" ]","[]","[]","Ebong Bewarish (and the Unclaimed)"
"tt0231233","A man mistakenly invites a family, whose girl was (and is still) betrothed to the groom. It was he who set up the cousin's alliance, would the girl forgive him, whom he had fallen in love? How to prevent her from attending the marriage?","[ ""Bengali"" ]","NA",8.6,"[ ""Subodh Ghosh"", ""Hiren Nag"" ]","[ ""Ajoy Kar"" ]","[ ""Soumitra Chatterjee"", ""Sharmila Tagore"", ""Kamal Mitra"", ""N. Viswanathan"", ""Pahadi Sanyal"", ""Haradhan Bannerjee"", ""Chhaya Devi"", ""Mani Srimani"", ""Preeti Majumdar"", ""Sita Mukherjee"", ""Smita Sinha"", ""Gitali Roy"" ]","[ ""Drama"" ]","Barnali"
"tt0237394","","[ ""Bengali"" ]","NA",8.6,"[ ""Manoj Bhattacharya"", ""Salil Choudhury"" ]","[ ""Sushil Majumdar"" ]","[ ""Uttam Kumar"", ""Supriya Choudhury"", ""Srabani Basu"", ""Nirmal Kumar"", ""Kumkum Basu"", ""Pataki Bhattacharya"", ""Ratan Bhattacharya"", ""Shanta Bhattacharya"", ""Sutapa Bhattacharya"", ""Satabdi Das"", ""Molina Devi"", ""Rajlakshmi Devi"", ""Shanta Devi"", ""Binoy Dutta"", ""Bani Ganguli"" ]","[]","Lal Pathar"
"tt0048536","","[ ""Bengali"" ]","1955-03-08",8.6,"[ ""Tarashankar Banerjee"", ""Binoy Chatterjee"" ]","[ ""Subodh Mitra"" ]","[ ""Kaberi Bose"", ""Uttam Kumar"", ""Nitish Mukherjee"", ""Chandrabati Devi"", ""Sabitri Chatterjee"", ""Panchanan Bhattacharya"", ""Jiben Bose"", ""Parijat Bose"", ""Asha Devi"", ""Chhabi Ghoshal"", ""Naba Gopal Lahiri"", ""Namita Sinha"" ]","[]","Raikamal"
"tt4219250","Kesto lost his parents and comes to his step-sister's house.","[ ""Bengali"" ]","2003",8.6,"[ ""Saratchandra Chatterjee"" ]","[ ""Shantimoy Bannerjee"" ]","[ ""Ranjit Mallick"", ""Debashree Roy"", ""Chinmoy Roy"", ""Debraj Ray"", ""Mrinal Mukherjee"", ""Ramaprasad Banik"", ""Shambhu Bhattacharya"", ""Manoj Mitra"", ""Santana Bose"", ""Chaitali Chakraborty"" ]","[ ""Drama"" ]","Mej Didi"
"tt0049070","","[ ""Bengali"" ]","NA",8.6,"[ ""Rabindranath Tagore"" ]","[ ""Debaki Bose"" ]","[ ""Jiben Bose"", ""Ajit Chatterjee"", ""Ahindra Choudhury"", ""Aparna Devi"", ""Bharati Devi"", ""Jahar Ganguli"", ""Tapati Ghosh"", ""Anita Guha"", ""Uttam Kumar"", ""Nitish Mukherjee"", ""Jahar Roy"", ""Sova Sen"", ""Jamuna Sinha"" ]","[]","Chirakumar Sabha"
"tt0318114","A street romeo stalks a girl, highly educated and above in social ladder. She falls in love, marries, and changes him, forcing him to study and leave his friends. He feels suffocated. He reaches top, and gets a chance to break free.,","[ ""Bengali"" ]","NA",8.6,"[]","[]","[ ""Soumitra Chatterjee"", ""Tanuja"", ""Padma Devi"", ""Ashok Mitra"", ""Sulata Chowdhury"", ""Aparna Devi"", ""Tarun Kumar"", ""Rabi Ghosh"", ""Chinmoy Roy"", ""Subrata Chatterjee"", ""Arup Basu"", ""Shyamal Chatterjee"", ""Shailen Ganguli"", ""Sukumar Ghosh"", ""Kamal Mitra"" ]","[ ""Drama"" ]","Teen Bhubaner Parey"
"tt0156987","","[ ""Bengali"" ]","1959-04-15",8.6,"[ ""Debaki Bose"", ""Premendra Mitra"" ]","[ ""Debaki Bose"" ]","[ ""Bharati Devi"", ""Monju Adhikary"", ""Rishi Banerjee"", ""Bibhu Bhattacharya"", ""Mihir Bhattacharya"", ""Dhiraj Das"", ""Asha Devi"", ""Nibhanani Devi"", ""Mohammed Israil"", ""Tulsi Lahiri"", ""Nitish Mukherjee"", ""Shailen Mukherjee"", ""Amar Pal"", ""Jahar Roy"" ]","[ ""Drama"" ]","Sagar Sangamey"
"tt0046686","This story revolves around a young couple - Kiriti and Tapasi. Tapasi's mother could not accept her daughter's wedding and brought her home. Tapasi's father dies of shock. Tapasi being well...","[ ""Bengali"" ]","1954-09-03",8.6,"[ ""Nitai Bhattacharya"", ""Ashapurna Devi"" ]","[ ""Agradoot"" ]","[ ""Uttam Kumar"", ""Suchitra Sen"", ""Chandrabati Devi"", ""Kamal Mitra"", ""Suprova Mukerjee"", ""Jahar Ganguli"", ""Anup Kumar"", ""Reba Bose"", ""Sikharani Bag"", ""Bibhu Bhattacharya"", ""Bireshwar Bhattacharya"", ""Jayanta Bhattacharya"", ""Panchanan Bhattacharya"", ""Sabita Bhattacharya"", ""Manoj Biswas"" ]","[ ""Romance"" ]","Agni Pareeksha"
"tt1527143","","[ ""Bengali"" ]","2016-01-30",8.6,"[ ""Bimal Mitra"" ]","[ ""Biresh Chatterjee"" ]","[ ""Kali Bannerjee"", ""Supriya Choudhury"", ""Utpal Dutt"", ""Madhabi Mukherjee"", ""Aparna Sen"", ""Haradhan Bannerjee"", ""Arjun Chakraborty"", ""Moushumi Chatterjee"", ""Tapas Pal"" ]","[]","Kari Diye Kinlam"
"tt0232280","","[ ""Bengali"" ]","1969",8.6,"[ ""Saratchandra Chatterjee"", ""Partha Pratim Chowdhury"" ]","[ ""Ajoy Kar"" ]","[ ""Samit Bhanja"", ""Bijon Bhattacharya"", ""Khagesh Chakravarti"", ""Moushumi Chatterjee"", ""Soumitra Chatterjee"", ""Surya Chatterjee"", ""Romi Choudhury"", ""Chhaya Devi"", ""Gita Dey"", ""Shailen Ganguli"", ""Bankim Ghosh"", ""Anubha Gupta"", ""Neera Mallya"", ""Kamal Mitra"", ""Shailen Mukherjee"" ]","[]","Parineeta"
"tt4249058","Rana becomes a police officer and take care of his family.","[ ""Bengali"" ]","2001",8.6,"[]","[ ""Haranath Chakraborty"" ]","[ ""Prasenjit Chatterjee"", ""Arpita Pal"", ""Ranjit Mallick"", ""Laboni Sarkar"", ""Dipankar Dey"", ""Kaushik Banerjee"", ""Mitali Chakraborty"", ""Debesh Roy Chowdhury"", ""Nirmal Kumar"", ""Sreela Majumdar"", ""Pushpita Mukherjee"" ]","[ ""Action"", ""Drama"" ]","Protibad"
"tt0231428","","[ ""Bengali"" ]","NA",8.6,"[ ""Saratchandra Chatterjee"" ]","[ ""Ajoy Kar"" ]","[ ""Samit Bhanja"", ""Soumitra Chatterjee"", ""Utpal Dutt"", ""Sumitra Mukherjee"", ""Suchitra Sen"" ]","[]","Datta"
"tt2902584","A patriotic doctor lends moral backbone to the broken society of Bengal.","[ ""Bengali"" ]","1975",8.6,"[ ""Balaichand Mukherjee"", ""Arabinda Mukhopadhyay"" ]","[ ""Arabinda Mukhopadhyay"" ]","[ ""Uttam Kumar"", ""Madhabi Mukherjee"", ""Asitbaran"", ""Subrata Chatterjee"", ""Tarun Kumar"", ""Kajal Gupta"", ""Haridhan Mukherjee"", ""Sulata Chowdhury"", ""Shambhu Bhattacharya"", ""Sumitra Mukherjee"", ""Dilip Roy"", ""Bimal Banerjee"", ""Krishna Banerjee"", ""Tapati Banerjee"", ""Durgadas Bannerjee"" ]","[ ""Drama"" ]","Agnishwar"
"tt0429768","","[ ""Bengali"" ]","NA",8.6,"[ ""Partha Pratim Chowdhury"", ""Partha Pratim Chowdhury"" ]","[ ""Partha Pratim Chowdhury"" ]","[ ""Bhanu Bannerjee"", ""Haridas Chatterjee"", ""Mita Chatterjee"", ""Molina Devi"", ""Gita Dey"", ""Charuprakash Ghosh"", ""Kalyani Ghosh"", ""Rabi Ghosh"", ""Anubha Gupta"", ""Nirmal Kumar"", ""Samar Kumar"", ""Arun Mukherjee"", ""Gyanesh Mukherjee"", ""Bikash Roy"", ""Dilip Roy"" ]","[]","Chhaya Surya"
"tt0049708","A Zamindar neglects his wife and prefers the company of alcohol and dancing girls. The decadence of the Bangali Zamindar milieu and the raising bourgeoisie in the late 19th century, seen ...","[ ""Bengali"" ]","1956",8.6,"[ ""Bimal Mitra"" ]","[ ""Kartick Chattopadhyay"" ]","[ ""Sumitra Devi"", ""Uttam Kumar"", ""Chhabi Biswas"", ""Anubha Gupta"", ""Bhanu Bannerjee"", ""Kanu Bannerjee"", ""Shishir Batabyal"", ""Mihir Bhattacharya"", ""Ashu Bose"", ""Ajit Chatterjee"", ""Nripati Chatterjee"", ""Rekha Chatterjee"", ""Dhiraj Das"", ""Chhaya Devi"", ""Jahar Ganguli"" ]","[]","Saheb Bibi Golam"
"tt4312986","A philanderer only son of a millionaire is attracted to a poor orphan artist, whose god-brother is a hater of rich people, and would go to any extent to get money off them.What would happen when the roles reverse?","[ ""Bengali"" ]","1957-12-25",8.6,"[ ""Ashutosh Mukherjee"" ]","[ ""Asit Sen"" ]","[ ""Uttam Kumar"", ""Suchitra Sen"", ""Bikash Roy"", ""Pahadi Sanyal"", ""Chandrabati Devi"", ""Dipti Roy"", ""Shaibal"", ""Bhanu Bannerjee"", ""Jahar Ganguli"", ""Tarun Kumar"", ""Shila Pal"", ""Sadhana Roychoudhury"" ]","[ ""Drama"" ]","Jiban Trishna"
"tt0764269","A film about dream and illusion, witty and humorous criticism of social reality.","[ ""Bengali"" ]","2003-03-12",8.6,"[ ""Nurul Alam Atique"", ""Shahidul Zahir"" ]","[ ""Ashique Mostafa"" ]","[ ""Zain"", ""Chotton"", ""Parvin Kona"", ""Sumita Devi"", ""Azad Abul Kalam"", ""Shahed Iqbal"", ""Shatabdi Wadud"", ""Tareque Shahriar"", ""Shahir Krishnarao Sable"", ""Sheuli Ahmed"", ""Sonia Zafar"", ""Sameer Ahmed"", ""Giasuddin Selim"", ""Nurul Alam Atique"", ""Amitabh Reza Chowdhury"" ]","[ ""Drama"" ]","Phulkumar"
"tt1548615","","[ ""Bengali"" ]","1973-01-05",8.4,"[ ""Ajit Ganguly"" ]","[ ""Ajit Ganguly"" ]","[ ""Soumitra Chatterjee"", ""Sabitri Chatterjee"", ""Hasu Bandyopadhyay"", ""Badal Bardhan"", ""Shambhu Bhattacharya"", ""Samita Biswas"", ""Ajit Chatterjee"", ""Kalyan Chatterjee"", ""Nripati Chatterjee"", ""Shikha Chatterjee"", ""Bani Ganguli"", ""Gobinda Ganguly"", ""Promode Ganguly"", ""Bankim Ghosh"", ""Nirmal Ghosh"" ]","[]","Natun Diner Alo"
"tt0043026","","[ ""Bengali"" ]","NA",8.4,"[ ""Bimal Roy"" ]","[ ""Manoj Bhattacharya"" ]","[ ""Bhanu Bannerjee"", ""Gangapada Basu"", ""Bijon Bhattacharya"", ""Manoranjan Bhattacharya"", ""Sunil Das Gupta"", ""Protima Dasgupta"", ""Aparna Devi"", ""Ritwik Ghatak"", ""Pranoti Ghosh"", ""Prabhadevi"", ""Sudipta Roy"", ""Sova Sen"" ]","[]","Tathapi"
"tt1591092","","[ ""Bengali"" ]","1993-10-22",8.4,"[]","[ ""Rajat Das"" ]","[ ""Indrani Haldar"", ""Tapas Pal"", ""Subhendu Chatterjee"", ""Sumitra Mukherjee"", ""Anup Kumar"", ""Rachana Banerjee"", ""Joy Banerjee"", ""Swarup Dutt"", ""Sukhen Das"", ""Chinmoy Roy"" ]","[]","Tapasya"
"tt0305977","","[ ""Bengali"" ]","NA",8.4,"[]","[ ""Utpalendu Chakrabarty"" ]","[ ""Arjun Chakraborty"", ""Sreela Majumdar"" ]","[ ""Drama"" ]","Prasab"
