_id,languages,job,state,dob,gender
"Ritu","[ ""Hindi"" ]","Student","Delhi","01-01-1999","Female"
"Ritvik13078","[ ""Hindi"" ]","Student","Delhi","02-10-1995","Male"
"Rohan Chhokra","[ ""Hindi"" ]","Student","Delhi","23-01-1998","Male"
"Rohit","[ ""Hindi"" ]","Student","Delhi","05-03-1998","Male"
"Roshan","[ ""Hindi"", ""Tamil"", ""Malayalam"" ]","Student","Kerala","24-07-1998","Male"
"Roshan Ajith ","[ ""Hindi"", ""Tamil"", ""Malayalam"" ]","Student","Kerala","24-07-1998","Male"
"Rosy","[ ""Hindi"" ]","Student","Delhi","06-08-1970","Female"
"Rsc98","[ ""Hindi"", ""Bengali"" ]","Student","West Bengal","05-12-1998","Male"
"Rsh2ada","[ ""Hindi"", ""Punjabi"" ]","Service","Karnataka","05-04-1990","Male"
"S P","[ ""Hindi"" ]","Service","Tamil Nadu","14-09-1978","Male"
"S P Sharma","[ ""Hindi"" ]","Retired","Delhi","30-11-1968","Male"
"SSSharma","[ ""Hindi"", ""Punjabi"" ]","Service","Uttar Pradesh","27-11-1958","Male"
"SSingh1402","[ ""Hindi"" ]","Student","Delhi","14-02-1967","Male"
"Sachin ","[ ""Hindi"" ]","Service","Delhi","01-10-1984","Male"
"Sagar Verma","[ ""Hindi"", ""Bengali"", ""Punjabi"", ""Tamil"", ""Telugu"", ""Kannada"", ""Bhojpuri"", ""Malayalam"", ""Marathi"", ""Oriya"", ""Nepali"", ""Rajasthani"", ""Urdu"", ""Assamese"" ]","Student","Chhattisgarh","22-03-1993","Male"
"Sahil Vaid","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","29-03-1999","Male"
"Sai Sabitha","[ ""Hindi"", ""Tamil"" ]","Student","Delhi","28-12-1966","Male"
"SaiKiran","[ ""Hindi"", ""Tamil"", ""Telugu"" ]","Service","Andhra Pradesh","09-01-1994","Male"
"Saksham","[ ""Hindi"" ]","Student","Delhi","06-11-1996","Male"
"Saksham Gupta","[ ""Hindi"" ]","Student","Delhi","06-11-1996","Male"
"Sameer Khan","[ ""Hindi"" ]","Student","Delhi","01-12-1992","Male"
"Sandeeps","[ ""Hindi"" ]","Service","Maharashtra","23-09-1981","Male"
"Sangita_1001","[ ""Hindi"" ]","Service","Andhra Pradesh","12-03-1981","Female"
"Sanjay","[ ""Hindi"" ]","Self-employed","Delhi","30-12-1974","Male"
"Sanjay Kumar","[ ""Hindi"" ]","Service","Delhi","03-03-1985","Male"
"Sanjiv","[ ""Hindi"", ""Punjabi"" ]","Service","Himachal Pradesh","07-09-1980","Male"
"SankaLp","[ ""Hindi"" ]","Self-employed","Delhi","01-06-1994","Male"
"Santosh","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","19-08-1970","Female"
"Saquib","[ ""Hindi"", ""Urdu"" ]","Student","Delhi","24-01-1993","Male"
"Sarang","[ ""Hindi"" ]","Student","Delhi","28-09-1993","Male"
"Sarthak Aditya","[ ""Hindi"" ]","Student","Delhi","30-10-1998","Male"
"Satish","[ ""Hindi"" ]","Self-employed","Delhi","05-07-1968","Male"
"Satpal ","[ ""Hindi"", ""Punjabi"" ]","Self-employed","Delhi","08-08-1964","Male"
"Satya","[ ""Hindi"", ""Bhojpuri"", ""Rajasthani"" ]","Service","Rajasthan","01-09-1964","Male"
"Satyam choudhary","[ ""Hindi"" ]","Student","Delhi","01-08-1998","Male"
"Satyam007","[ ""Hindi"" ]","Student","Delhi","12-03-1997","Male"
"Saurabh","[ ""Hindi"" ]","Service","Delhi","27-09-1993","Male"
"Sautan Sharma","[ ""Hindi"", ""Bhojpuri"" ]","Others","Delhi","03-12-1992","Female"
"Savita","[ ""Hindi"" ]","Others","Delhi","05-07-1973","Female"
"Savitaverma","[ ""Hindi"" ]","Service","Delhi","29-04-1979","Male"
"Shahab","[ ""Hindi"" ]","Others","Uttar Pradesh","10-03-1961","Male"
"Shailesh ","[ ""Hindi"" ]","Student","Delhi","07-08-1995","Male"
"Shaloo","[ ""Hindi"" ]","Service","Delhi","28-06-1971","Female"
"Shanky","[ ""Hindi"" ]","Service","Assam","11-02-1992","Male"
"Sharmistha Gupta","[ ""Hindi"" ]","Student","Delhi","20-04-1999","Female"
"Shashanka","[ ""Hindi"", ""Telugu"", ""Malayalam"" ]","Others","Telangana","27-09-1991","Male"
"Shashi","[ ""Hindi"" ]","Retired","Rajasthan","03-11-1944","Female"
"Sheeba Naqvi","[ ""Hindi"" ]","Others","Uttar Pradesh","26-11-1969","Female"
"Shelly","[ ""Hindi"" ]","Student","Delhi","06-09-1989","Female"
"Shilpa","[ ""Hindi"" ]","Student","Delhi","11-10-1982","Male"
"Shinu","[ ""Hindi"", ""Punjabi"" ]","Service","Punjab","07-09-1993","Female"
"Shivani","[ ""Hindi"" ]","Others","Delhi","24-09-1973","Female"
"Shivin ","[ ""Hindi"" ]","Student","Delhi","12-11-1997","Male"
"Shivkseth","[ ""Hindi"" ]","Student","Punjab","04-09-1940","Male"
"Shravika","[ ""Hindi"" ]","Student","Delhi","27-02-1998","Female"
"Shreetama","[ ""Hindi"", ""Bengali"" ]","Student","Delhi","19-08-1997","Female"
"Shreshtha singhal","[ ""Hindi"" ]","Student","Uttar Pradesh","19-09-1995","Female"
"Shreyagupta","[ ""Hindi"" ]","Student","Uttar Pradesh","01-11-1998","Female"
"Shreyas","[ ""Hindi"" ]","Student","Delhi","17-10-2002","Male"
"Shruti","[ ""Hindi"", ""Bhojpuri"" ]","Others","Delhi","08-10-1971","Male"
"Shrutika.sethi","[ ""Hindi"" ]","Student","Delhi","12-01-1999","Female"
"Shubh0493","[ ""Hindi"" ]","Service","Haryana","04-09-1993","Male"
"Shubham","[ ""Hindi"" ]","Service","Delhi","12-09-1992","Male"
"Shubham ","[ ""Hindi"" ]","Service","Delhi","12-09-1992","Male"
"ShubhamGoswami","[ ""Hindi"" ]","Service","Delhi","27-11-1969","Male"
"Shubhi0108","[ ""Hindi"" ]","Student","Delhi","01-08-1998","Female"
"Shubhra","[ ""Hindi"" ]","Student","Delhi","15-04-1994","Female"
"Shweta","[ ""Hindi"" ]","Others","Delhi","04-06-1977","Male"
"Shweta Rana","[ ""Hindi"" ]","Student","Andhra Pradesh","12-08-1994","Female"
"Shweta2206","[ ""Hindi"" ]","Student","Delhi","22-06-1994","Male"
"Shyam","[ ""Hindi"" ]","Service","Delhi","28-12-1970","Male"
"Siddhi singhal","[ ""Hindi"" ]","Student","Uttar Pradesh","01-09-2005","Female"
"Simran","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","25-03-1998","Female"
"Sm","[ ""Hindi"" ]","Service","Delhi","26-10-1964","Male"
"Snigdha","[ ""Hindi"" ]","Student","Delhi","17-03-1993","Female"
"Sooraj","[ ""Hindi"" ]","Self-employed","Delhi","22-02-1965","Male"
"Spitiart","[ ""Hindi"" ]","Student","Uttar Pradesh","01-08-1998","Female"
"Sraj","[ ""Hindi"" ]","Service","Maharashtra","19-11-1991","Female"
"Srattan98","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","16-01-1998","Male"
"Sriram arora","[ ""Hindi"" ]","Self-employed","Delhi","--","Male"
"Srishti","[ ""Hindi"" ]","Others","Delhi","21-03-1991","Female"
"Ss2195","[ ""Hindi"" ]","Student","Delhi","21-10-1995","Female"
"Sunil kumar","[ ""Hindi"" ]","Retired","Delhi","26-12-1970","Male"
"Sunita","[ ""Hindi"" ]","Others","Uttar Pradesh","07-03-1976","Female"
"Sunny110051","[ ""Hindi"" ]","Service","Delhi","15-07-1985","Male"
"Surabhi","[ ""Hindi"" ]","Student","Delhi","03-04-1998","Female"
"Suraj","[ ""Hindi"" ]","Student","Delhi","04-07-1998","Male"
"Suraj Prathik Kumar","[ ""Hindi"" ]","Student","Delhi","08-11-1997","Male"
"Swatilekha Majumdar","[ ""Hindi"", ""Bengali"", ""Punjabi"" ]","Student","Delhi","13-05-1989","Female"
"Sweta_Chhokra","[ ""Hindi"" ]","Service","Delhi","23-01-1998","Female"
"Switi","[ ""Hindi"" ]","Others","Delhi","15-08-1972","Female"
"Taejas","[ ""Hindi"" ]","Student","Delhi","25-09-1998","Male"
"Tanish","[ ""Hindi"" ]","Student","Delhi","19-09-1998","Male"
"Tanushigarg40","[ ""Hindi"" ]","Student","Delhi","10-09-2002","Female"
"Tapish05","[ ""Hindi"" ]","Service","Rajasthan","05-08-1995","Male"
"Tejis","[ ""Hindi"" ]","Service","Haryana","11-08-1967","Male"
"ThatAwkwardLad","[ ""Hindi"", ""Assamese"" ]","Student","Meghalaya","03-02-1994","Male"
"The mysterious","[ ""Hindi"" ]","Student","Andhra Pradesh","23-08-1999","Female"
"Tilakraj","[ ""Hindi"" ]","Student","Haryana","19-08-1984","Male"
"Ujain19","[ ""Hindi"" ]","Service","Haryana","19-12-1981","Male"
"Umashankar","[ ""Hindi"" ]","Retired","Delhi","14-11-1968","Male"
"Umesh","[ ""Hindi"" ]","Self-employed","Delhi","01-07-1967","Male"
"Umesh Gupta ","[ ""Hindi"" ]","Self-employed","Delhi","01-07-1967","Male"
"User8","[ ""Hindi"", ""Kannada"" ]","Student","Andhra Pradesh","03-04-2008","Male"
"Utkarsh","[ ""Hindi"" ]","Student","Delhi","04-03-1998","Male"
"Utkarsh Kohli","[ ""Hindi"" ]","Service","Andhra Pradesh","10-05-1993","Male"
"Vaibhav","[ ""Hindi"" ]","Student","Delhi","29-03-1993","Male"
"Vaibhav Dang","[ ""Hindi"" ]","Student","Punjab","14-10-2000","Male"
"Vanshika gupta","[ ""Hindi"" ]","Student","Delhi","08-07-1992","Female"
"Varshasharma","[ ""Hindi"" ]","Service","Maharashtra","11-08-1993","Female"
"Vartika","[ ""Hindi"" ]","Student","Uttar Pradesh","14-02-1998","Female"
"Vatsala Arora","[ ""Hindi"" ]","Student","Delhi","09-03-1998","Female"
"Vedant","[ ""Hindi"" ]","Student","Delhi","19-08-1998","Male"
"Vedant1","[ ""Hindi"" ]","Student","Delhi","19-08-1998","Male"
"Vedant2","[ ""Hindi"" ]","Student","Delhi","19-08-1998","Male"
"Venu","[ ""Hindi"" ]","Student","Delhi","12-07-1996","Female"
"Vidi","[ ""Hindi"" ]","Student","Delhi","12-03-1997","Female"
"Vijay","[ ""Hindi"" ]","Student","Andhra Pradesh","27-07-1994","Female"
"Vikas","[ ""Hindi"" ]","Student","Andhra Pradesh","18-08-1998","Male"
"VikashKumandan ","[ ""Hindi"", ""Telugu"" ]","Others","Andhra Pradesh","17-09-1993","Male"
"Vipin Goel","[ ""Hindi"" ]","Self-employed","Delhi","30-04-1998","Male"
"Vishal Hooda","[ ""Hindi"" ]","Student","Delhi","26-11-1997","Male"
"Vishal711","[ ""Hindi"" ]","Student","Delhi","07-11-1998","Male"
"VishalS711","[ ""Hindi"" ]","Student","Delhi","07-11-1998","Male"
"VishalSR711","[ ""Hindi"" ]","Student","Delhi","07-11-1998","Male"
"Vishwas","[ ""Hindi"" ]","Service","Andhra Pradesh","01-07-1994","Male"
"WadeWilson","[ ""Hindi"" ]","Student","Delhi","10-09-1997","Male"
"Wallah","[ ""Hindi"", ""Bengali"", ""Urdu"", ""Assamese"" ]","Self-employed","West Bengal","01-01-2012","Male"
"Yajan","[ ""Hindi"" ]","Service","Delhi","06-02-1994","Male"
"Yamini.sejwa","[ ""Hindi"", ""Haryanvi"" ]","Student","Delhi","12-03-1997","Female"
"Yamini.sejwal","[ ""Hindi"" ]","Student","Andhra Pradesh","--","Male"
"Yashu","[ ""Hindi"" ]","Service","Maharashtra","19-10-1993","Female"
"Yatendra","[ ""Hindi"" ]","Service","Uttar Pradesh","19-09-1988","Male"
"Yogesh","[ ""Hindi"" ]","Self-employed","Delhi","16-09-1980","Male"
"YuvraJ Sharma","[ ""Hindi"" ]","Service","Delhi","29-07-1993","Male"
"Zirgham ","[ ""Hindi"", ""Urdu"" ]","Service","Delhi","07-02-1990","Male"
"Zoha","[ ""Hindi"", ""Urdu"" ]","Student","Delhi","18-09-1998","Female"
"a","[ ""Hindi"" ]","Student","Andhra Pradesh","--","Male"
"aakash16215","[ ""Hindi"" ]","Student","Delhi","06-02-1998","Male"
"aakashjoshi","[ ""Hindi"" ]","Self-employed","Maharashtra","16-07-1990","Male"
"aayush9","[ ""Hindi"" ]","Student","Delhi","29-08-1998","Male"
"abc","[ ""Hindi"" ]","Student","Delhi","03-02-1995","Male"
"abc1","[ ""Hindi"" ]","Student","Andhra Pradesh","02-01-1995","Male"
"abc123","[ ""Hindi"" ]","Student","Delhi","03-03-2009","Male"
"abdulkhan","[ ""Hindi"" ]","Student","Haryana","21-12-1995","Male"
"abhi","[ ""Hindi"" ]","Student","Delhi","28-08-1995","Male"
"abhim51","[ ""Hindi"" ]","Student","Delhi","17-06-1998","Male"
"abhimanyu","[ ""Hindi"" ]","Student","Delhi","29-12-1997","Male"
"abhishek13005","[ ""Hindi"" ]","Student","Delhi","13-09-1995","Male"
"abhishek16006","[ ""Hindi"" ]","Student","Delhi","23-09-1995","Male"
"abhishek2309","[ ""Hindi"" ]","Student","Delhi","23-09-1997","Male"
"acckoul","[ ""Hindi"" ]","Service","Karnataka","20-10-1980","Male"
"achala.sharma25","[ ""Hindi"" ]","Service","Delhi","25-04-1990","Female"
"achetan40","[ ""Hindi"" ]","Student","Delhi","03-09-1998","Male"
"adarsh_007","[ ""Hindi"" ]","Student","Bihar","12-08-1998","Male"
"adinehria","[ ""Hindi"" ]","Student","Himachal Pradesh","08-09-1997","Male"
"aditya16008","[ ""Hindi"", ""Haryanvi"" ]","Student","Delhi","15-11-1998","Male"
"aditya16127","[ ""Hindi"" ]","Student","Delhi","24-07-1998","Male"
"adityas114","[ ""Hindi"" ]","Student","Delhi","11-04-1998","Male"
"adiv12","[ ""Hindi"", ""Punjabi"", ""Haryanvi"" ]","Student","Delhi","15-01-1998","Male"
"admin@flickscore",,,,,
"afzal ahemad","[ ""Hindi"" ]","Student","Delhi","15-10-1997","Male"
"agarwal_a","[ ""Hindi"" ]","Student","Delhi","16-11-1995","Male"
"agrawalamod","[ ""Hindi"" ]","Student","Delhi","12-12-1994","Male"
"aishwarya","[ ""Hindi"" ]","Student","Delhi","14-10-2003","Female"
"aishwarya14130","[ ""Hindi"", ""Bengali"", ""Punjabi"", ""Bhojpuri"", ""Gujarati"", ""Rajasthani"" ]","Student","Delhi","08-02-1997","Female"
"ajay1967","[ ""Hindi"" ]","Student","Delhi","14-12-1967","Male"
"ajit","[ ""Hindi"", ""Marathi"" ]","Service","Maharashtra","10-01-1979","Male"
"ak.shinde09","[ ""Hindi"" ]","Student","Delhi","09-09-1993","Male"
"akaReddy","[ ""Hindi"" ]","Student","Delhi","22-11-1998","Male"
"akanksha","[ ""Hindi"" ]","Student","Haryana","17-08-1996","Female"
"akif.khan","[ ""Hindi"", ""Urdu"" ]","Service","Delhi","17-02-1992","Male"
"akshat14132","[ ""Hindi"" ]","Student","Delhi","28-01-1995","Male"
"alpna","[ ""Hindi"" ]","Others","Delhi","07-09-1972","Female"
"aman","[ ""Hindi"" ]","Student","Delhi","14-05-1998","Male"
"amandeep","[ ""Hindi"", ""Punjabi"" ]","Service","Delhi","30-03-1992","Male"
"amar","[ ""Hindi"", ""Punjabi"" ]","Self-employed","Delhi","20-01-1969","Male"
"amit010dalel","[ ""Hindi"" ]","Service","Uttar Pradesh","30-06-1985","Male"
"amitrawat058@gmail.com","[ ""Hindi"" ]","Self-employed","Delhi","22-05-1989","Male"
"ampk349","[ ""Hindi"" ]","Self-employed","Delhi","01-04-1975","Male"
"anandita9988","[ ""Hindi"" ]","Student","Delhi","18-04-1991","Male"
"anant3110","[ ""Hindi"" ]","Student","Delhi","31-10-1997","Male"
"anildhawan","[ ""Hindi"" ]","Service","Delhi","18-05-1959","Male"
"anjali9899","[ ""Hindi"" ]","Others","Maharashtra","18-06-1970","Male"
"anjaniarnav","[ ""Hindi"" ]","Student","Delhi","04-11-1997","Male"
"ankit sharma","[ ""Hindi"" ]","Student","Delhi","18-05-1997","Male"
"ankushvarma12","[ ""Hindi"" ]","Service","Delhi","12-10-1992","Male"
"anmol89","[ ""Hindi"" ]","Student","Haryana","23-01-1996","Male"
"anoop","[ ""Hindi"" ]","Service","Delhi","14-03-1968","Male"
"anshika","[ ""Hindi"" ]","Student","Delhi","05-07-2000","Female"
"anshul","[ ""Hindi"" ]","Student","Delhi","22-04-1992","Male"
"anshumanprakash123","[ ""Hindi"", ""Marathi"" ]","Student","Uttar Pradesh","05-06-1997","Male"
"anubha","[ ""Hindi"" ]","Others","Uttar Pradesh","20-12-1976","Female"
"anubhav16014a","[ ""Hindi"" ]","Student","Andhra Pradesh","01-02-2012","Male"
"anubhav16014b","[ ""Hindi"" ]","Student","Andhra Pradesh","01-01-2008","Male"
"anujrawal","[ ""Hindi"" ]","Self-employed","Delhi","17-08-1966","Male"
"anurag","[ ""Hindi"" ]","Student","Delhi","04-05-1996","Male"
"anushka16134","[ ""Hindi"" ]","Student","Delhi","03-03-1998","Female"
"anvitmangal","[ ""Hindi"" ]","Student","Delhi","24-05-1998","Male"
"appu250","[ ""Hindi"", ""Tamil"", ""Malayalam"" ]","Student","Delhi","17-04-1998","Male"
"aprajita1964","[ ""Hindi"" ]","Student","Delhi","18-01-1964","Male"
"archana","[ ""Hindi"" ]","Others","Uttar Pradesh","13-02-1968","Male"
"archanag","[ ""Hindi"" ]","Student","Andhra Pradesh","20-07-1972","Male"
"arp229","[ ""Hindi"" ]","Student","Delhi","20-01-1998","Male"
"arpana","[ ""Hindi"" ]","Others","Delhi","23-03-1986","Female"
"arsh25","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","25-08-1998","Male"
"arun","[ ""Hindi"" ]","Self-employed","Uttar Pradesh","29-10-1971","Male"
"arun gaba","[ ""Hindi"", ""Bengali"", ""Punjabi"", ""Tamil"" ]","Others","Delhi","22-10-1968","Male"
"arunp","[ ""Hindi"" ]","Service","Haryana","03-01-1973","Male"
"arushi","[ ""Hindi"" ]","Student","Delhi","19-02-1993","Female"
"aryaman5c","[ ""Hindi"" ]","Student","Delhi","02-10-2003","Male"
"aseemsaini","[ ""Hindi"" ]","Student","Delhi","21-07-1997","Male"
"ashi","[ ""Hindi"" ]","Student","Uttar Pradesh","27-08-1998","Female"
"ashokjain","[ ""Hindi"" ]","Self-employed","Delhi","21-04-1968","Male"
"ashokkr.saini","[ ""Hindi"" ]","Self-employed","Delhi","24-12-1959","Male"
"ashrafdilnawaz","[ ""Hindi"" ]","Student","Delhi","26-07-1998","Male"
"ashutosh15011","[ ""Hindi"" ]","Student","Delhi","26-05-1989","Male"
"ashutosh16231","[ ""Hindi"" ]","Student","Uttar Pradesh","11-08-1999","Male"
"askwhat","[ ""Hindi"" ]","Student","Delhi","11-06-1997","Male"
"avig","[ ""Hindi"" ]","Student","Delhi","12-07-1999","Male"
"avinash","[ ""Hindi"" ]","Student","Delhi","17-05-2000","Male"
"ayush12121997","[ ""Hindi"" ]","Student","Delhi","12-12-1997","Male"
"ayush16024","[ ""Hindi"" ]","Student","Delhi","12-12-1997","Male"
"ayush97","[ ""Hindi"" ]","Student","Delhi","12-12-1997","Male"
"ayushi16025","[ ""Hindi"", ""Haryanvi"", ""Rajasthani"" ]","Student","Delhi","21-05-1998","Female"
"baani","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","27-02-1998","Female"
"baani16234","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","27-02-1998","Female"
"banarasi","[ ""Hindi"" ]","Service","Uttar Pradesh","12-08-1988","Female"
"bhaavyasood96","[ ""Hindi"" ]","Student","Maharashtra","15-09-1996","Female"
"bharat","[ ""Hindi"" ]","Service","Andhra Pradesh","06-10-1962","Male"
"bhavya bhatia","[ ""Hindi"" ]","Others","Delhi","15-12-1993","Male"
"bhrigudov","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","10-08-1995","Male"
"bhudev","[ ""Hindi"" ]","Service","Delhi","12-06-1970","Male"
"bipul","[ ""Hindi"", ""Bengali"" ]","Service","Karnataka","07-02-1974","Male"
"bishtman","[ ""Hindi"" ]","Student","Delhi","10-05-1999","Male"
"brihi16142","[ ""Hindi"" ]","Student","Delhi","06-11-1998","Female"
"bsayan","[ ""Hindi"", ""Bengali"" ]","Student","Maharashtra","25-02-1979","Male"
"cerberus","[ ""Hindi"" ]","Student","Delhi","16-11-1997","Male"
"cf","[ ""Malayalam"" ]","Student","Andhra Pradesh","--","Female"
"cgupt","[ ""Hindi"" ]","Retired","Chhattisgarh","03-08-1946","Male"
"chahat","[ ""Hindi"" ]","Student","Delhi","08-04-1997","Female"
"chaitanya","[ ""Hindi"" ]","Student","Delhi","29-01-1998","Male"
"chaitanya16027","[ ""Hindi"" ]","Student","Delhi","29-01-1998","Male"
"chaitanyaagarwal","[ ""Hindi"" ]","Student","Delhi","29-01-1998","Male"
"chandan110022","[ ""Hindi"" ]","Student","Delhi","02-08-1998","Male"
"chandan16028","[ ""Hindi"" ]","Student","Delhi","02-08-1998","Male"
"chandan2898","[ ""Hindi"" ]","Student","Delhi","02-08-1998","Male"
"chaosmeteor","[ ""Hindi"" ]","Student","Maharashtra","13-03-1996","Male"
"chitraligoswami","[ ""Hindi"", ""Assamese"" ]","Student","Assam","04-08-2000","Female"
"chiya","[ ""Hindi"" ]","Student","Bihar","03-06-1998","Female"
"chiyasej","[ ""Hindi"" ]","Service","Andhra Pradesh","03-06-1970","Female"
"cj","[ ""Hindi"" ]","Student","Delhi","31-03-1993","Male"
"code_now","[ ""Hindi"" ]","Student","Delhi","05-12-1993","Female"
"codwarlock","[ ""Hindi"", ""Nepali"" ]","Student","West Bengal","03-04-1997","Male"
"cpiyush15071","[ ""Hindi"" ]","Student","Delhi","24-11-1997","Male"
"dattatreya303","[ ""Hindi"" ]","Student","Delhi","22-01-1998","Male"
"deepak16031","[ ""Hindi"" ]","Student","Delhi","07-07-1998","Male"
"deepakddk1971r","[ ""Hindi"" ]","Service","Delhi","06-05-1971","Male"
"deepakswiti@yahoo.com","[ ""Hindi"" ]","Service","Delhi","20-04-1967","Male"
"deepanshu16144","[ ""Hindi"" ]","Student","Madhya Pradesh","11-11-1997","Male"
"deepanshu16236","[ ""Hindi"" ]","Student","Delhi","25-07-1997","Male"
"deepayan15093","[ ""Hindi"", ""Bengali"" ]","Student","Delhi","24-06-1993","Male"
"desolation","[ ""Hindi"" ]","Student","Andhra Pradesh","11-04-1997","Male"
"devesh145","[ ""Hindi"" ]","Student","Delhi","05-07-1997","Male"
"devesh16145","[ ""Hindi"" ]","Student","Delhi","05-07-1997","Male"
"devishi","[ ""Hindi"" ]","Student","Delhi","20-08-1997","Female"
"diksha","[ ""Hindi"" ]","Student","Andhra Pradesh","21-11-1996","Female"
"diksha ","[ ""Hindi"" ]","Student","Madhya Pradesh","21-11-1996","Female"
"diksha160171","[ ""Hindi"" ]","Student","Delhi","17-01-1994","Female"
"disha arora","[ ""Hindi"" ]","Student","Punjab","02-11-1998","Female"
"divya95","[ ""Hindi"" ]","Student","Delhi","29-03-1995","Female"
"dr_rajive","[ ""Hindi"", ""Punjabi"", ""Urdu"" ]","Self-employed","Delhi","19-08-1963","Male"
"drakg123","[ ""Hindi"" ]","Service","Delhi","07-01-1965","Male"
"dushyant16035","[ ""Hindi"" ]","Student","Delhi","11-09-1998","Male"
"faiz","[ ""Hindi"" ]","Service","Delhi","06-01-1980","Male"
"fornarnia","[ ""Hindi"" ]","Student","Goa","13-10-1997","Male"
"ganelo","[ ""Hindi"" ]","Service","Uttar Pradesh","14-08-1968","Male"
"gaurav","[ ""Hindi"" ]","Student","Delhi","04-05-1992","Male"
"geekSid","[ ""Hindi"" ]","Student","Uttar Pradesh","17-09-1998","Male"
"geeta","[ ""Hindi"" ]","Others","Uttarakhand","27-02-1974","Female"
"gitasharma1970@gmail.com","[ ""Hindi"", ""Punjabi"" ]","Others","Delhi","31-05-1970","Female"
"gupta96.shivam@gmail.com","[ ""Hindi"" ]","Student","Delhi","04-09-1996","Male"
"guru","[ ""Hindi"", ""Punjabi"" ]","Service","Delhi","09-12-1992","Male"
"har25","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","30-10-1969","Male"
"harsh","[ ""Hindi"" ]","Student","Delhi","03-07-2000","Male"
"harsh16041","[ ""Hindi"" ]","Student","Delhi","17-09-1998","Male"
"harshagns","[ ""Hindi"", ""Tamil"", ""Telugu"", ""Malayalam"" ]","Student","Andhra Pradesh","27-02-1989","Male"
"harshit16042","[ ""Hindi"" ]","Student","Delhi","12-01-1998","Male"
"hello","[ ""Hindi"", ""Bengali"", ""Telugu"" ]","Student","Andhra Pradesh","01-01-","Female"
"himani15018","[ ""Hindi"" ]","Student","Uttarakhand","08-11-1991","Female"
"hkaggarwal","[ ""Hindi"" ]","Student","Delhi","08-09-1988","Male"
"honey","[ ""Hindi"" ]","Student","Andhra Pradesh","10-02-1988","Male"
"hrithik16237","[ ""Hindi"" ]","Student","Delhi","24-10-1997","Male"
"hvac24himanshu","[ ""Hindi"" ]","Student","Andhra Pradesh","01-01-1986","Male"
"iadirock","[ ""Hindi"" ]","Student","Delhi","08-02-1998","Male"
"iamaryananand","[ ""Hindi"" ]","Student","Delhi","04-09-1998","Male"
"iamgroot42","[ ""Hindi"" ]","Student","Delhi","09-10-1996","Male"
"ipranjul","[ ""Hindi"" ]","Student","Delhi","11-07-1998","Male"
"ishakalra","[ ""Hindi"" ]","Student","Uttar Pradesh","15-05-1998","Female"
"ishmeet","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","20-02-1998","Female"
"iwaz","[ ""Hindi"", ""Marathi"" ]","Student","Maharashtra","06-09-1993","Male"
"jai_mahajan","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","24-10-1997","Male"
"jaimatadi","[ ""Hindi"" ]","Student","Haryana","16-08-2003","Female"
"jain_anita","[ ""Hindi"" ]","Others","Delhi","06-10-1970","Female"
"jainakshay2601","[ ""Hindi"", ""Punjabi"" ]","Service","Telangana","26-01-1994","Male"
"jaishricow","[ ""Hindi"" ]","Others","Uttar Pradesh","14-12-1988","Male"
"jap","[ ""Hindi"", ""Punjabi"" ]","Student","Delhi","12-04-1999","Female"
"jatinder","[ ""Hindi"" ]","Service","Delhi","11-01-1971","Female"
"jaycee","[ ""Hindi"" ]","Service","Delhi","15-04-1968","Male"
"jiggylepcha","[ ""Hindi"", ""Nepali"" ]","Student","West Bengal","03-04-1997","Male"
"juhiB","[ ""Hindi"" ]","Student","Delhi","21-02-1995","Female"
"jyoti101","[ ""Hindi"" ]","Others","Uttar Pradesh","30-02-1972","Female"
"jyoti11","[ ""Hindi"" ]","Student","Uttar Pradesh","01-04-1996","Female"
"kajalgarg","[ ""Hindi"" ]","Service","Rajasthan","18-07-1993","Female"
"kanika","[ ""Hindi"" ]","Others","Delhi","15-01-1989","Female"
"kanikasaini","[ ""Hindi"" ]","Student","Delhi","09-11-1998","Female"
"kanu","[ ""Hindi"" ]","Student","Delhi","04-10-1999","Female"
"kanuk","[ ""Hindi"" ]","Student","Delhi","04-10-1999","Female"
"kartikeyea","[ ""Hindi"" ]","Student","Delhi","05-02-2001","Male"
"karvijain","[ ""Hindi"" ]","Student","Uttar Pradesh","28-11-1997","Female"
"kavya vohra","[ ""Hindi"" ]","Student","Delhi","09-03-1997","Female"
"kc_pant","[ ""Hindi"" ]","Service","Delhi","15-08-1982","Male"
"kgmash","[ ""Hindi"" ]","Student","Delhi","05-06-1993","Male"
"khulbekck","[ ""Hindi"" ]","Service","Delhi","26-01-1970","Male"
"krishan15144","[ ""Hindi"" ]","Student","Delhi","17-10-1996","Male"
"kushagra14055","[ ""Hindi"" ]","Student","Delhi","27-03-1996","Male"
